doi	date	title	github
10.1186/1758-2946-7-S1-S14	2015-01-19	Enhancing of chemical compound and drug name recognition using representative tag scheme and fine-grained tokenization	
10.1186/1758-2946-7-S1-S10	2015-01-19	Recognition of chemical entities: combining dictionary-based and grammar-based approaches	
10.1186/1758-2946-7-S1-S7	2015-01-19	A document processing pipeline for annotating chemical entities in scientific documents	
10.1186/1758-2946-7-S1-S3	2015-01-19	tmChem: a high performance approach for chemical named entity recognition and normalization	
10.1186/1758-2946-7-S1-S4	2015-01-19	CHEMDNER system with mixed conditional random fields and multi-scale word clustering	
10.1186/1758-2946-7-S1-S1	2015-01-19	CHEMDNER: The drugs and chemical names extraction challenge	
10.1186/1758-2946-7-S1-S6	2015-01-19	Optimising chemical named entity recognition with pre-processing analytics, knowledge-rich features and heuristics	
10.1186/1758-2946-7-S1-S11	2015-01-19	A CRF-based system for recognizing chemical entity mentions (CEMs) in biomedical literature	
10.1186/1758-2946-7-S1-S15	2015-01-19	CheNER: a tool for the identification of chemical entities and their classes in biomedical literature	
10.1186/1758-2946-7-S1-S8	2015-01-19	A comparison of conditional random fields and structured support vector machines for chemical entity recognition in biomedical literature	
10.1186/1758-2946-7-S1-S9	2015-01-19	Incorporating domain knowledge in chemical and biomedical named entity recognition with word representations	
10.1186/1758-2946-7-S1-S5	2015-01-19	LeadMine: a grammar and dictionary driven approach to entity recognition	
10.1186/1758-2946-7-S1-S12	2015-01-19	Chemical entity extraction using CRF and an ensemble of extractors	
10.1186/1758-2946-7-S1-S13	2015-01-19	Improving chemical entity recognition through h-index based semantic similarity	
10.1186/1758-2946-7-S1-S2	2015-01-19	The CHEMDNER corpus of chemicals and drugs and its annotation principles	
10.1186/s13321-015-0074-6	2015-01-12	Applying DEKOIS 2.0 in structure-based virtual screening to probe the impact of preparation procedures and score normalization	
10.1186/s13321-015-0070-x	2014-12-23	PubChem structureactivity relationship (SAR) clusters	
10.1186/s13321-015-0067-5	2014-12-20	Calculating an optimal box size for ligand docking and virtual screening against experimental and predicted binding pockets	
10.1186/s13321-015-0078-2	2014-12-05	Open Drug Discovery Toolkit (ODDT): a new open-source player in the drug discovery field	
10.1186/s13321-015-0069-3	2014-12-02	Why is Tanimoto index an appropriate choice for fingerprint-based similarity calculations?	
10.1186/s13321-015-0057-7	2014-11-24	Machines first, humans second: on the importance of algorithmic interpretation of open chemistry data	
10.1186/s13321-015-0062-x	2014-11-22	Multiple conformational states in retrospective virtual screening  homology models vs. crystal structures: beta-2 adrenergic receptor case study	
10.1186/s13321-015-0056-8	2014-11-21	Atom-Atom-Path similarity and Sphere Exclusion clustering: tools for prioritizing fragment hits	
10.1186/s13321-014-0051-5	2014-11-20	Stereoselective virtual screening of the ZINC database using atom pair 3D-fingerprints	
10.1186/s13321-015-0063-9	2014-11-18	Proteochemometric modelling coupled to in silico target prediction: an integrated approach for the simultaneous prediction of polypharmacology and binding affinity/potency of small molecules	
10.1186/s13321-015-0065-7	2014-11-10	SpeckTackle: JavaScript charts for spectroscopy	
10.1186/s13321-015-0072-8	2014-10-28	The Chemical Validation and Standardization Platform (CVSP): large-scale automated validation of chemical structure datasets	
10.1186/s13321-015-0066-6	2014-10-10	Quantitative modeling of doseresponse and drug combination based on pathway network	
10.1186/s13321-015-0053-y	2014-10-09	Data-driven identification of structural alerts for mitigating the risk of drug-induced human liver injuries	
10.1186/s13321-015-0089-z	2014-10-09	Optimizing drugtarget interaction prediction based on random walk on heterogeneous networks	
10.1186/s13321-015-0059-5	2014-09-29	Improving protein-ligand binding site prediction accuracy by classification of inner pocket points using local features	
10.1186/s13321-015-0054-x	2014-09-27	Predicting volume of distribution with decision tree-based regression methods using predicted tissue:plasma partition coefficients	
10.1186/s13321-015-0052-z	2014-09-24	When drug discovery meets web search: Learning to Rank for ligand-based virtual screening	
10.1186/s13321-015-0058-6	2014-09-13	eTOXlab, an open source modeling framework for implementing predictive models in production environments	
10.1186/s13321-014-0048-0	2014-09-02	Prediction-driven matched molecular pairs to interpret QSARs and aid the molecular optimization process	
10.1186/s13321-015-0055-9	2014-08-30	Systems biology approaches for advancing the discovery of effective drug combinations	
10.1186/s13321-014-0049-z	2014-08-01	Prediction of the potency of mammalian cyclooxygenase inhibitors with ensemble proteochemometric modeling	
10.1186/s13321-014-0044-4	2014-07-15	InCHlib  interactive cluster heatmap for web applications	
10.1186/s13321-014-0047-1	2014-07-08	Reliable estimation of prediction errors for QSAR models under model uncertainty using double cross-validation	
10.1186/s13321-014-0046-2	2014-07-07	BioPhytMol: a drug discovery community resource on anti-mycobacterial phytomolecules and plant extracts	
10.1186/s13321-015-0060-z	2014-06-26	Luscus: molecular viewer and editor for MOLCAS	
10.1186/s13321-014-0043-5	2014-06-17	UniChem: extension of InChI-based compound mapping to salt, connectivity and stereochemistry layers	
10.1186/s13321-015-0064-8	2014-05-28	Creation of a free, Internet-accessible database: the Multiple Target Ligand Database	
10.1186/s13321-014-0039-1	2014-05-22	A generalizable definition of chemical similarity for read-across	
10.1186/s13321-014-0045-3	2014-05-09	A molecular fragment cheminformatics roadmap for mesoscopic simulation	
10.1186/s13321-014-0050-6	2014-04-23	A ranking method for the concurrent learning of compounds with various activity profiles	
10.1186/s13321-014-0042-6	2014-04-17	Quantitative estimation of pesticide-likeness for agrochemical discovery	
10.1186/1758-2946-6-36	2014-04-17	MORT: a powerful foundational library for computational biology and CADD	
10.1186/s13321-014-0041-7	2014-04-07	CheS-Mapper 2.0 for visual validation of (Q)SAR models	
10.1186/s13321-014-0040-8	2014-04-07	A document classifier for medicinal chemistry publications trained on the ChEMBL corpus	
10.1186/1758-2946-6-26	2014-03-28	Estimation of acute oral toxicity in rat using local lazy learning	
10.1186/1758-2946-6-27	2014-03-25	Expanding the fragrance chemical space for virtual screening	
10.1186/1758-2946-6-28	2014-03-20	iDrug: a web-accessible and interactive drug discovery and design platform	
10.1186/1758-2946-6-33	2014-03-12	In Silicotarget fishing: addressing a Big Data problem by ligand-based similarity rankings with data fusion	
10.1186/s13321-014-0037-3	2014-03-12	Bringing the MMFF force field to the RDKit: implementation and validation	
10.1186/1758-2946-6-S1-P40	2014-03-11	Dualsteric modulators of the M2 muscarinic acetylcholine receptor	
10.1186/1758-2946-6-S1-P50	2014-03-11	Discovery of novel -amylase inhibitors using structure-based drug design	
10.1186/1758-2946-6-S1-O6	2014-03-11	Limits to molecular matched-pair analysis: the experimental uncertainty case	
10.1186/1758-2946-6-S1-P44	2014-03-11	Fuzzy context specific matched molecular pairs	
10.1186/1758-2946-6-S1-O12	2014-03-11	Identification of host interactions for phenotypic antimalarial hits	
10.1186/1758-2946-6-S1-P47	2014-03-11	Target prediction by cascaded self-organizing maps for ligand de-orphaning and side-effect investigation	
10.1186/1758-2946-6-S1-P3	2014-03-11	MOGADOC: a database with 3D-structures	
10.1186/1758-2946-6-S1-P27	2014-03-11	Hit series selection in noisy HTS data: clustering techniques, statistical tests and data visualisations	
10.1186/1758-2946-6-S1-P41	2014-03-11	Consistency of sugar structures and their annotation in the PDB	
10.1186/1758-2946-6-S1-P13	2014-03-11	Evaluation of molecular model-based discovery of ecto-5-nucleotidase inhibitors on the basis of X-ray structures	
10.1186/1758-2946-6-S1-P26	2014-03-11	Estimation of the biogas production rate, a chemometrical approach	
10.1186/1758-2946-6-S1-O17	2014-03-11	Validated scoring of halogen bonding in molecular design	
10.1186/1758-2946-6-S1-P62	2014-03-11	IterTunnel; a method for predicting and evaluating ligand EgressTunnels in proteins with buried active sites	
10.1186/1758-2946-6-S1-O2	2014-03-11	Can quantum-chemical NMR chemical shifts be used as criterion for force-field development	
10.1186/1758-2946-6-S1-P4	2014-03-11	InChI  the worldwide chemical structure standard	
10.1186/1758-2946-6-S1-O26	2014-03-11	KRIPO  a structure-based pharmacophores approach explains polypharmacological effects	
10.1186/1758-2946-6-S1-P49	2014-03-11	Go with the flow: de-orphaning focused combinatorial libraries	
10.1186/1758-2946-6-S1-O13	2014-03-11	Looking over the rim: algorithms for cheminformatics from computer scientists	
10.1186/1758-2946-6-S1-P2	2014-03-11	Theoretical studies on cycloaddition reactions	
10.1186/1758-2946-6-S1-P46	2014-03-11	Peptide lineup against Gram-negative bacterial infection  first-in-class peptide inhibitor of H. pylori HtrA	
10.1186/1758-2946-6-S1-I1	2014-03-11	9th German Conference on Chemoinformatics	
10.1186/1758-2946-6-S1-P6	2014-03-11	Impact of binding site waters on inhibitor design: contemplating a novel inverse binding mode of indirubin derivatives in DYRK kinases	
10.1186/1758-2946-6-S1-P38	2014-03-11	Accelerating turbo similarity searching in chemoinformatics on multicore and GPU platforms	
10.1186/1758-2946-6-S1-P39	2014-03-11	Computational evaluation of the 6-arene during the ATH of imines on Noyoris RuII catalyst	
10.1186/1758-2946-6-S1-O1	2014-03-11	Putting together the pieces: building a reaction-centric electronic lab notebook for mobile devices	
10.1186/1758-2946-6-S1-O24	2014-03-11	Use of DEKOIS 2.0 to gain insights for virtual screening	
10.1186/1758-2946-6-S1-P20	2014-03-11	HTS explorer	
10.1186/1758-2946-6-S1-P1	2014-03-11	Determination of selected cetyltrimethylammonium halide parameters by molecular modeling. Study of their adsorption on montmorillonite	
10.1186/1758-2946-6-S1-P8	2014-03-11	The integration of Open3DTOOLS into the RDKit and KNIME	
10.1186/1758-2946-6-S1-P18	2014-03-11	Fragment docking supported by NMR shift perturbations	
10.1186/1758-2946-6-S1-P34	2014-03-11	Ushering the Cactvs Toolkit into the Python Age (without breaking the legacy	
10.1186/1758-2946-6-S1-P14	2014-03-11	Fishing out the signal in polypharmacological high-throughput screening data using novel navigator cheminformatics software	
10.1186/1758-2946-6-S1-O23	2014-03-11	Membrane simulation analysis using Voronoi tessellation	
10.1186/1758-2946-6-S1-P12	2014-03-11	Simulation of the influence of oxygen on the chemical stage of radiobiological mechanism using Petri nets	
10.1186/1758-2946-6-S1-P10	2014-03-11	Kernel density estimation of CSD distributions - an application to knowledge based molecular optimisation	
10.1186/1758-2946-6-S1-P35	2014-03-11	Entropy gain due to water release upon ligand binding	
10.1186/1758-2946-6-S1-O22	2014-03-11	Balancing selectivity vs stability using molecular dynamics and umbrella sampling	
10.1186/1758-2946-6-13	2014-03-11	TCMSP: a database of systems pharmacology for drug discovery from herbal medicines	
10.1186/1758-2946-6-S1-P45	2014-03-11	A new method for rapid comparison of protein binding pockets by capturing spatial distributions	
10.1186/1758-2946-6-S1-P53	2014-03-11	Parameterization to NDDO-based polarizable force field	
10.1186/1758-2946-6-S1-P9	2014-03-11	Molecular fragment dynamics study on the water-air interface behavior of non-ionic polyoxyethylene alkyl ether surfactants	
10.1186/1758-2946-6-S1-O25	2014-03-11	In silico polypharmacology: retrospective recognition vs. rational design	
10.1186/1758-2946-6-S1-P52	2014-03-11	Accessing Open PHACTS: interactive exploration of compounds and targets from the semantic web	
10.1186/1758-2946-6-S1-O20	2014-03-11	New insights on the interface between metal oxide and biosystem	
10.1186/1758-2946-6-S1-O4	2014-03-11	Visualization of chemical space for medicinal chemists	
10.1186/1758-2946-6-S1-O19	2014-03-11	Simulating soft electronics	
10.1186/1758-2946-6-S1-P24	2014-03-11	DACS: from compound collections to rationally designed HTS library	
10.1186/1758-2946-6-S1-P57	2014-03-11	SiteHopper - a unique tool for binding site comparison	
10.1186/1758-2946-6-S1-P23	2014-03-11	Interaction studies of Alzheimer's Cathepsin B protein with inhibitors in presence and absence of water	
10.1186/1758-2946-6-S1-P60	2014-03-11	Empirical charges for chemoinformatics applications	
10.1186/1758-2946-6-S1-O18	2014-03-11	inSARa: intuitive single-target (large-scale) SAR interpretation and multi-target cross-reactivity analysis	
10.1186/1758-2946-6-S1-O7	2014-03-11	An automatic system for the simultaneous translation of lectures	
10.1186/1758-2946-6-S1-P56	2014-03-11	Is there a sodium effect in fibrillar amyloid- oligomers?	
10.1186/1758-2946-6-S1-P51	2014-03-11	ChemicalToolBoX and its application on the study of the drug like and purchasable space	
10.1186/1758-2946-6-S1-P42	2014-03-11	Towards understanding the chemical environment effect on gold-containing clusters	
10.1186/1758-2946-6-S1-P58	2014-03-11	Theoretical illustration of the effect of 1-ethyl-pyridinium trifluoroacetate ionic liquid in the enhancement of the DielsAlder reaction of isoprene with acrylic acid	
10.1186/1758-2946-6-S1-O9	2014-03-11	Development of cannabinoid receptor (CB 2 R) ligands for application in PET studies - where to attach the radiolabel?	
10.1186/1758-2946-6-S1-P19	2014-03-11	Probing the impact of protein and ligand preparation procedures on chemotype enrichment in structure-based virtual screening using DEKOIS 2.0 benchmark sets	
10.1186/1758-2946-6-S1-O10	2014-03-11	Quantum-mechanics-based molecular interaction fields for 3D-QSAR	
10.1186/1758-2946-6-S1-P28	2014-03-11	Dynamic information system for small molecules	
10.1186/1758-2946-6-S1-P55	2014-03-11	Surflex-QMOD: physically meaningful QSAR	
10.1186/1758-2946-6-S1-P25	2014-03-11	De novo design of selective compounds: a fragment-based pipeline applied to the 2 adrenergic receptor	
10.1186/1758-2946-6-S1-P48	2014-03-11	Targeting flexibility: a structure-based computational study revealing allosteric HIV-1 protease inhibitors	
10.1186/1758-2946-6-S1-P61	2014-03-11	QM quality atomic charges for proteins	
10.1186/1758-2946-6-S1-P16	2014-03-11	Scaffold dependencies for halogen bonding: quantum mechanical investigation of nitrogen-bearing heterocycles	
10.1186/1758-2946-6-S1-O16	2014-03-11	Analysis and visual summarization of molecular dynamics simulation	
10.1186/1758-2946-6-S1-O11	2014-03-11	Go with the flow and accessorize your drugs	
10.1186/1758-2946-6-S1-P7	2014-03-11	Charge-related topological index  various chemoinformatics applications	
10.1186/1758-2946-6-S1-P17	2014-03-11	Introducing fuzziness into maximum common substructures for meaningful cluster characterisation	
10.1186/1758-2946-6-S1-O5	2014-03-11	What compound should I make next? Using Matched Molecular Series for prospective medicinal chemistry	
10.1186/1758-2946-6-S1-O14	2014-03-11	Structure-activity relationship analysis on the basis of matched molecular pairs	
10.1186/1758-2946-6-S1-O21	2014-03-11	Computational pharmaceutical materials science	
10.1186/1758-2946-6-S1-P5	2014-03-11	Compound optimization through data set-dependent chemical transformations	
10.1186/1758-2946-6-S1-P21	2014-03-11	Meat quality prediction using Raman spectroscopy and chemometrics	
10.1186/1758-2946-6-S1-P59	2014-03-11	The application of statistical methods to cognate docking: A path forward?	
10.1186/1758-2946-6-S1-O8	2014-03-11	Entropy in specificity and thermodynamics of binding	
10.1186/1758-2946-6-S1-P15	2014-03-11	Chemistry-wide association studies (CWAS) to determine joint toxicity effects of co-occurring chemical features	
10.1186/1758-2946-6-S1-O3	2014-03-11	Facing the challenges of computational target prediction	
10.1186/1758-2946-6-S1-P33	2014-03-11	Scaffold hunter: visual analysis of biological activity data	
10.1186/1758-2946-6-S1-P54	2014-03-11	Pharmacophore annotation using extended Hckel theory	
10.1186/1758-2946-6-S1-O15	2014-03-11	Combining pharmacophore- and MD-based modelling for phase II metabolism prediction	
10.1186/1758-2946-6-S1-P43	2014-03-11	Exploiting solvent effects in drug design and optimization	
10.1186/1758-2946-6-S1-P37	2014-03-11	Identification of SUMO activating enzyme 1 inhibitors utilizing virtual screening approach	
10.1186/1758-2946-6-S1-P11	2014-03-11	A new software for fragment-based QSAR and its applications	
10.1186/1758-2946-6-S1-P29	2014-03-11	Making the most of approximate maximum common substructure search	
10.1186/1758-2946-6-S1-P31	2014-03-11	Large-scale docking approaches to the kinome	
10.1186/1758-2946-6-S1-P36	2014-03-11	Elucidating protein-protein interactions using the HYDE scoring function	
10.1186/1758-2946-6-S1-P30	2014-03-11	Computational modeling, docking and molecular dynamics of the transcriptional activator ComA bound to a newly-identified functional DNA binding site	
10.1186/1758-2946-6-S1-P22	2014-03-11	Exploring and cataloguing the substrate space of prenyltransferases: automatic generation of SMARTS	
10.1186/1758-2946-6-S1-P32	2014-03-11	Using structure- and Ligand-based pharmacophores as filters to discriminate Human Aryl Sulfotransferase 1A1 (SUL1A1) binders into substrates and inhibitors	
10.1186/s13321-014-0038-2	2014-03-06	New target prediction and visualization tools incorporating open source molecular fingerprints for TB Mobile 2.0	
10.1186/1758-2946-6-35	2014-03-05	Proteochemometric modeling in a Bayesian framework	
10.1186/1758-2946-6-34	2014-03-05	Using beta binomials to estimate classification uncertainty for ensemble models	
10.1186/1758-2946-6-29	2014-02-19	Cytochrome P450 site of metabolism prediction from 2D topological fingerprints using GPU accelerated probabilistic classifiers	
10.1186/1758-2946-6-24	2014-01-30	The BioDICE Taverna plugin for clustering and visualization of biological data: a workflow for molecular compounds exploration	
10.1186/1758-2946-6-6	2014-01-27	Beryllium10: a free and simple tool for creating and managing group safety data sheets	
10.1186/1758-2946-6-22	2014-01-27	Using cheminformatics to predict cross reactivity of designer drugs to their currently available immunoassays	
10.1186/1758-2946-6-14	2014-01-20	PharmDock: a pharmacophore-based docking program	
10.1186/1758-2946-6-19	2014-01-09	Condorcet and borda count fusion method for ligand-based virtual screening	
10.1186/1758-2946-6-23	2014-01-08	A rotation-translation invariant molecular descriptor of partial charges and its use in ligand-based virtual screening	
10.1186/1758-2946-6-18	2014-01-08	Usage and applications of Semantic Web techniques and technologies to support chemistry research	
10.1186/1758-2946-6-7	2014-01-07	Molpher: a software framework for systematic chemical space exploration	
10.1186/1758-2946-6-10	2014-01-06	Cross-validation pitfalls when selecting and assessing regression and classification models	
10.1186/1758-2946-6-12	2014-01-06	Protoss: a holistic approach to predict tautomers and protonation states in protein-ligand complexes	
10.1186/1758-2946-6-25	2013-12-30	QSAR DataBank - an approach for the digital organization and archiving of QSAR model information	
10.1186/1758-2946-6-11	2013-12-25	On the validity versus utility of activity landscapes: are all activity cliffs statistically significant?	
10.1186/1758-2946-6-3	2013-12-17	Efficient ring perception for the Chemistry Development Kit	
10.1186/1758-2946-6-30	2013-12-05	Estimation of diffusion coefficients from voltammetric signals by support vector and gaussian process regression	
10.1186/1758-2946-6-15	2013-11-30	On InChI and evaluating the quality of cross-reference links	
10.1186/1758-2946-6-21	2013-11-29	Self organising hypothesis networks: a new approach for representing and structuring SAR knowledge	
10.1186/1758-2946-6-20	2013-11-25	Supervised extensions of chemography approaches: case studies of chemical liabilities assessment	
10.1186/1758-2946-6-8	2013-11-25	Feature combination networks for the interpretation of statistical machine learning models: application to Ames mutagenicity	
10.1186/1758-2946-6-17	2013-11-15	Chemical named entities recognition: a review on approaches and applications	
10.1186/1758-2946-6-5	2013-10-28	The use of 2D fingerprint methods to support the assessment of structural similarity in orphan drug legislation	
10.1186/1758-2946-6-2	2013-10-18	Comparative evaluation of open source software for mapping between metabolite identifiers in metabolic network reconstructions: application to Recon 2	
10.1186/1758-2946-6-32	2013-10-12	The influence of negative training set size on machine learning-based virtual screening	
10.1186/1758-2946-5-48	2013-09-30	Molecule database framework: a framework for creating database applications with chemical structure search capability	
10.1186/1758-2946-6-4	2013-09-30	Data model, dictionaries, and desiderata for biomolecular simulation data indexing and sharing	
10.1186/1758-2946-6-31	2013-09-28	Efficient enumeration of monocyclic chemical graphs with given path frequencies	
10.1186/1758-2946-5-46	2013-09-02	CH5M3D: an HTML5 program for creating 3D molecular structures	
10.1186/1758-2946-6-16	2013-08-30	Experimental validation of FINDSITEcomb virtual ligand screening results for eight proteins yields novel nanomolar and micromolar binders	
10.1186/1758-2946-5-47	2013-08-21	Complementary PLS and KNN algorithms for improved 3D-QSDAR consensus modeling of AhR binding	
10.1186/1758-2946-5-49	2013-08-13	Are phylogenetic trees suitable for chemogenomics analyses of bioactivity data sets: the importance of shared active compounds and choosing a suitable data embedding method, as exemplified on Kinases	
10.1186/1758-2946-5-52	2013-08-07	First steps towards semantic descriptions of electronic laboratory notebook records	
10.1186/1758-2946-5-51	2013-07-30	CVDHD: a cardiovascular disease herbal database for drug discovery and network pharmacology	
10.1186/1758-2946-6-1	2013-07-23	Prediction of novel drug indications using network driven biological data prioritization and integration	
10.1186/1758-2946-5-45	2013-07-04	International chemical identifier for reactions (RInChI	
10.1186/1758-2946-5-32	2013-06-24	Cheminformatics for the masses: a chance to increase educational opportunities for the next generation of cheminformaticians	
10.1186/1758-2946-5-40	2013-06-23	LeView: automatic and interactive generation of 2D diagrams for biomacromolecule/ligand interactions	
10.1186/1758-2946-5-41	2013-06-20	Benchmarking of protein descriptor sets in proteochemometric modeling (part 1): comparative study of 13 amino acid descriptor sets	
10.1186/1758-2946-5-42	2013-06-20	Benchmarking of protein descriptor sets in proteochemometric modeling (part 2): modeling performance of 13 amino acid descriptor sets	
10.1186/1758-2946-5-44	2013-06-18	Visualizing chemical structure-subcellular localization relationships using fluorescent small molecules as probes of cellular transport	
10.1186/1758-2946-5-38	2013-06-12	MONA  Interactive manipulation of molecule collections	
10.1186/1758-2946-5-50	2013-06-08	Improving structural similarity based virtual screening using background knowledge	
10.1186/1758-2946-5-29	2013-05-30	Review of Contemporary computer-assisted approaches to molecular structure elucidation (new developments in NMR) by Mikhail E Elyashberg, Antony Williams and Kirill Blinov	
10.1186/1758-2946-5-37	2013-05-24	Full Laplacianised posterior naive Bayesian algorithm	
10.1186/1758-2946-5-43	2013-05-23	Similarity maps - a visualization strategy for molecular fingerprints and machine-learning methods	
10.1186/1758-2946-5-36	2013-05-15	The good, the bad and the dubious: VHELIBS, a validation helper for ligands and binding sites	
10.1186/1758-2946-5-33	2013-05-06	Inferring multi-target QSAR models with taxonomy-based multi-task learning	
10.1186/1758-2946-5-34	2013-04-18	A big data approach to the ultra-fast prediction of DFT-calculated bond energies	
10.1186/1758-2946-5-31	2013-04-16	Predicting the protein targets for athletic performance-enhancing substances	
10.1186/1758-2946-5-39	2013-04-04	MOLE 2.0: advanced approach for analysis of biomacromolecular channels	
10.1186/1758-2946-5-26	2013-04-03	Open-source platform to benchmark fingerprints for ligand-based virtual screening	
10.1186/1758-2946-5-30	2013-03-25	Drug repositioning: a machine-learning approach through data integration	
10.1186/1758-2946-5-S1-P20	2013-03-22	Taking the PubChem web sketcher to the next level	
10.1186/1758-2946-5-S1-P29	2013-03-22	Extended graph-based models for enhanced similarity retrieval in Cavbase	
10.1186/1758-2946-5-S1-P16	2013-03-22	Efficient mining of protein kinase structural data	
10.1186/1758-2946-5-S1-P2	2013-03-22	In silico characterization of the motor subunit of the e.coli. restriction-modification system EcoR1241	
10.1186/1758-2946-5-S1-P38	2013-03-22	PubChem: atom environments for molecule standardization	
10.1186/1758-2946-5-S1-P22	2013-03-22	Analysis of naphthoquinone derivatives as topoisomerase I inhibitors using fragment based QSAR	
10.1186/1758-2946-5-S1-O11	2013-03-22	Theoretical and experimental study of the pH-dependent interaction of amino acids and MFI-type zeolite	
10.1186/1758-2946-5-S1-P34	2013-03-22	Using machine learning techniques for rationalising phenotypic readouts from a rat sleeping model	
10.1186/1758-2946-5-S1-P26	2013-03-22	Relating GPCRs pharmacological space based on ligands chemical similarities	
10.1186/1758-2946-5-S1-P33	2013-03-22	Reliable estimation of externally validated prediction errors for QSAR models	
10.1186/1758-2946-5-S1-O19	2013-03-22	Modifications to glucose-6-phosphate dehydrogenase for industrial applications: predictions and tests	
10.1186/1758-2946-5-S1-P47	2013-03-22	Neural network based classification of acute toxicity of phthalate esters to fathead minnow	
10.1186/1758-2946-5-S1-P45	2013-03-22	More than a rigid framework: molecular design using secondary structure element information	
10.1186/1758-2946-5-S1-O2	2013-03-22	Protein modeling and molecular dynamic studies of two new surfactant proteins	
10.1186/1758-2946-5-S1-P44	2013-03-22	Chemogenomics approaches to rationalising compound action of traditional Chinese and Ayurvedic medicines	
10.1186/1758-2946-5-S1-P13	2013-03-22	Simulation of transport processes and chemical reactions in building materials	
10.1186/1758-2946-5-S1-P40	2013-03-22	A 3D-QSAR model for cannabinoid receptor (CB2) ligands derived from aligned pharmacophors	
10.1186/1758-2946-5-S1-O18	2013-03-22	Development of a pharmacorphore model for pharmacological chaperones targeting mutant trafficking-deficient CNG channels	
10.1186/1758-2946-5-S1-O10	2013-03-22	Computational prediction of heterogeneous interface properties at the atomic level	
10.1186/1758-2946-5-S1-O12	2013-03-22	Quantifying the shifts in physicochemical property space introduced by the metabolism of small organic molecules	
10.1186/1758-2946-5-S1-P17	2013-03-22	Combination of fingerprints and MCS-based (inSARa) networks for Structure-Activity-Relationship analysis	
10.1186/1758-2946-5-S1-P36	2013-03-22	The FPS fingerprint format and chemfp toolkit	
10.1186/1758-2946-5-S1-P42	2013-03-22	Enalos KNIME nodes: exploring environmental durability, ageing resistance and corrosion inhibition	
10.1186/1758-2946-5-S1-P15	2013-03-22	Annotating targets with pathways: extending approaches to mode of action analysis	
10.1186/1758-2946-5-S1-P43	2013-03-22	Expanding natural product chemistry resources at the EBI	
10.1186/1758-2946-5-S1-O14	2013-03-22	Dataset overlap density analysis	
10.1186/1758-2946-5-S1-P4	2013-03-22	Molecular simulations of peptides and proteins with Molecular Fragment Dynamics (MFD	
10.1186/1758-2946-5-S1-O7	2013-03-22	How to pick a winning team: approaches towards the selection of computationally derived protein structures for ensemble-based virtual screening	
10.1186/1758-2946-5-S1-O1	2013-03-22	Targeting protein dynamics in drug design	
10.1186/1758-2946-5-S1-P25	2013-03-22	The influence of hashed fingerprints density on the machine learning methods performance	
10.1186/1758-2946-5-S1-P53	2013-03-22	Deterministic clustering of the available chemical space	
10.1186/1758-2946-5-S1-P32	2013-03-22	Pairwise structural comparison of tiagabine analogs gives new insights into their protein binding modes	
10.1186/1758-2946-5-S1-F1	2013-03-22	Get your chemistry right with KNIME	
10.1186/1758-2946-5-S1-P5	2013-03-22	Automatic docking of a small number of ligands into a large number of binding sites	
10.1186/1758-2946-5-S1-P52	2013-03-22	Pt(II) and Pt(IV) complexes with large hydrophobic ligands: a study of new potential cytostatics	
10.1186/1758-2946-5-S1-O17	2013-03-22	Challenges in agrochemicals design	
10.1186/1758-2946-5-S1-P7	2013-03-22	Towards a complete structure of the hERG channel	
10.1186/1758-2946-5-S1-P8	2013-03-22	The importance of template choice in homology modeling. A 5-HT6R case study	
10.1186/1758-2946-5-S1-O4	2013-03-22	Reproducibility in cheminformatics and computational chemistry research: certainly we can do better than this	
10.1186/1758-2946-5-S1-P18	2013-03-22	In silico target prediction: identification of on- and off-targets for crop protection agents	
10.1186/1758-2946-5-S1-O15	2013-03-22	Efficient maximum common subgraph (MCS) searching of large chemical databases	
10.1186/1758-2946-5-S1-P31	2013-03-22	Experimental validation of in silico target predictions on synergistic protein targets	
10.1186/1758-2946-5-S1-P50	2013-03-22	Using graph-based consensus clustering for combining K-means clustering of heterogeneous chemical structures	
10.1186/1758-2946-5-S1-O9	2013-03-22	Toxicological knowledge discovery by mining emerging patterns from toxicity data	
10.1186/1758-2946-5-S1-P37	2013-03-22	InChI - the worldwide chemical structure standard	
10.1186/1758-2946-5-S1-O6	2013-03-22	FMCS: a novel algorithm for the multiple MCS problem	
10.1186/1758-2946-5-S1-P21	2013-03-22	MycPermCheck: the Mycobacterium tuberculosispermeability prediction tool for small molecules	
10.1186/1758-2946-5-S1-P28	2013-03-22	Application of Structural Interaction Fingerpints (SIFts) into post-docking analysis - insight into activity and selectivity	
10.1186/1758-2946-5-S1-P35	2013-03-22	PriaXplore - a novel technology platform for the identification of small molecule modulators of protein-protein interactions	
10.1186/1758-2946-5-S1-P3	2013-03-22	TorsionAnalyzer: exploring conformational space	
10.1186/1758-2946-5-S1-O5	2013-03-22	Statistical modeling of value distributions of similarity coefficients in virtual screening and its application to predicting fingerprint search performance	
10.1186/1758-2946-5-S1-O13	2013-03-22	3D-QSAR reloaded: Open3DALIGN meets COSMOsar3D	
10.1186/1758-2946-5-S1-O3	2013-03-22	The MoSGrid - e-science gateway: molecular simulations in a distributed computing environment	
10.1186/1758-2946-5-S1-A1	2013-03-22	8th German Conference on Chemoinformatics	
10.1186/1758-2946-5-S1-P11	2013-03-22	ParaDockS - an open-source framework for molecular docking: implementation of target-class-specific scoring methods	
