doi	date	title	github
10.1186/s12859-023-05223-1	2022-04-11	Snapshot: a package for clustering and visualizing epigenetic history during cell differentiation	guanjue/snapshot
10.1186/s12859-022-04678-y	2022-04-11	Comparison of five supervised feature selection algorithms leading to top features and gene signatures from multi-omics data in cancer	
10.1186/s12859-022-04683-1	2022-04-08	DISTEMA: distance map-based estimation of single protein model accuracy with attentive 2D convolutional neural network	jianlin-cheng/distema
10.1186/s12859-022-04680-4	2022-04-08	Application of unsupervised deep learning algorithms for identification of specific clusters of chronic cough patients from EMR data	
10.1186/s12859-022-04682-2	2022-04-08	CoMI: consensus mutual information for tissue-specific gene signatures	
10.1186/s12859-022-04681-3	2022-04-08	Exploration of chemical space with partial labeled noisy student self-training and self-supervised graph embedding	xieresearchgroup/plans
10.1186/s12859-023-05142-1	2022-04-07	ShrinkCRISPR: a flexible method for differential fitness analysis of CRISPR-Cas9 screen data	
10.1186/s12859-022-04812-w	2022-04-06	A novel method for drug-target interaction prediction based on graph transformers model	q498756498/dti-gtn
10.1186/s12859-022-04684-0	2022-04-05	Model verification tools: a computational framework for verification assessment of mechanistic agent-based models	combine-group/docker_verify
10.1186/s12859-022-04821-9	2022-04-04	StackEPI: identification of cell line-specific enhancerpromoter interactions based on stacking ensemble learning	20032303092/stackepi
10.1186/s12859-022-04864-y	2022-04-04	DAGBagM: learning directed acyclic graphs of mixed variables with an application to identify protein biomarkers for treatment response in ovarian cancer	
10.1186/s12859-022-04669-z	2022-04-04	Identification of multimodal brain imaging association via a parameter decomposition based sparse multi-view canonical correlation analysis method	
10.1186/s12859-022-05000-6	2022-04-03	A lightweight classification of adaptor proteins using transformer networks	ngphubinh/adaptors
10.1186/s12859-022-04761-4	2022-04-01	An artificial intelligence-based risk prediction model of myocardial infarction	
10.1186/s12859-022-04796-7	2022-03-31	Predicting miRNA-disease associations based on graph attention network with multi-source information	ghli16/gatmda
10.1186/s12859-022-04805-9	2022-03-30	Machine-learning algorithms based on personalized pathways for a novel predictive model for the diagnosis of hepatocellular carcinoma	
10.1186/s12859-023-05282-4	2022-03-29	A comparison of feature selection methodologies and learning algorithms in the development of a DNA methylation-based telomere length estimator	trevordoherty/dna-methylation-based-telomere-length-estimator
10.1186/s12859-022-05011-3	2022-03-29	Transposable element finder (TEF): finding active transposable elements from next generation sequencing data	akiomiyao/tef
10.1186/s12859-022-04663-5	2022-03-29	Discovery of moiety preference by Shapley value in protein kinase family using random forest models	
10.1186/s12859-023-05284-2	2022-03-29	Nfinder: automatic inference of cell neighborhood in 2D and 3D using nuclear markers	santi-rodriguez/nfinder
10.1186/s12859-023-05320-1	2022-03-28	RegiSTORM: channel registration for multi-color stochastic optical reconstruction microscopy	oystein676/registorm
10.1186/s12859-022-04825-5	2022-03-28	SparkGC: Spark based genome compression for large collections of genomes	haichangyao/sparkgc
10.1186/s12859-022-04832-6	2022-03-25	Investigation of dirigent like domains from bacterial genomes	
10.1186/s12859-022-04932-3	2022-03-25	RTX-KG2: a system for building a semantically standardized knowledge graph for translational biomedicine	
10.1186/s12859-022-04904-7	2022-03-25	CNN-based two-branch multi-scale feature extraction network for retrosynthesis prediction	
10.1186/s12859-023-05187-2	2022-03-25	PriPath: identifying dysregulated pathways from differential gene expression via grouping, scoring, and modeling with an embedded feature selection approach	malikyousef/pripath
10.1186/s12859-022-05042-w	2022-03-24	WGDTree: a phylogenetic software tool to examine conditional probabilities of retention following whole genome duplication events	cnickh/wgdtree
10.1186/s12859-022-04798-5	2022-03-24	DeepPN: a deep parallel neural network based on convolutional neural network and graph convolutional network for predicting RNA-protein binding sites	
10.1186/s12859-022-04780-1	2022-03-24	A novel multiple kernel fuzzy topic modeling technique for biomedical data	
10.1186/s12859-022-05108-9	2022-03-24	High-quality genome-scale metabolic network reconstruction of probiotic bacterium Escherichia coli Nissle 1917	maxvthof/ecn_model
10.1186/s12859-022-05092-0	2022-03-24	Graph4Med: a web application and a graph database for visualizing and analyzing medical databases	
10.1186/s12859-022-04664-4	2022-03-24	DualGCN: a dual graph convolutional network model to predict cancer drug response	horsedayday/dualgcn
10.1186/s12859-023-05195-2	2022-03-23	Shine: A novel strategy to extract specific, sensitive and well-conserved biomarkers from massive microbial genomic datasets	
10.1186/s12859-022-04666-2	2022-03-23	Enhancing predictions of antimicrobial resistance of pathogens by expanding the potential resistance gene repertoire using a pan-genome-based feature selection approach	
10.1186/s12859-022-05064-4	2022-03-23	sitePath: a visual tool to identify polymorphism clades and help find fixed and parallel mutations	
10.1186/s12859-022-04668-0	2022-03-23	MALVIRUS: an integrated application for viral variant analysis	algolab/malvirus-repro
10.1186/s12859-022-04667-1	2022-03-23	Deep clustering of small molecules at large-scale via variational autoencoder embedding and K-means	hamidhadipour/deep-clustering-of-small-molecules-at-large-scale-via-variational-autoencoder-embedding-and-k-means
10.1186/s12859-022-04918-1	2022-03-22	Probabilistic quotients work and pharmacokinetics contribution: countering size effect in metabolic time series measurements	gotsmy/sweat_normalization
10.1186/s12859-022-04962-x	2022-03-22	Benchmark study of feature selection strategies for multi-omics data	yingxiali/feature-selection
10.1186/s12859-023-05424-8	2022-03-22	An information-theoretic approach to single cell sequencing analysis	luyitian/sc_mixology
10.1186/s12859-023-05254-8	2022-03-21	transXpress: a Snakemake pipeline for streamlined de novo transcriptome assembly and annotation	
10.1186/s12859-022-04903-8	2022-03-21	Development of quantitative and continuous measure for severity degree of Alzheimers disease evaluated from MRI images of 761 human brains	
10.1186/s12859-022-04956-9	2022-03-19	Oxidative stress genes in patients with esophageal squamous cell carcinoma: construction of a novel prognostic signature and characterization of tumor microenvironment infiltration	
10.1186/s12859-022-04752-5	2022-03-19	OptNCMiner: a deep learning approach for the discovery of natural compounds modulating disease-specific multi-targets	phytoai/optncminer
10.1186/s12859-022-04900-x	2022-03-17	Learning a confidence score and the latent space of a new supervised autoencoder for diagnosis and prognosis in clinical metabolomic studies	cypriengille/supervised-autoencoder
10.1186/s12859-022-04722-x	2022-03-17	PGD: a machine learning-based photosynthetic-related gene detection approach	supermanwasd/pgd-a-machine-learning-based-photosynthetic-related-gene-detection-approach
10.1186/s12859-022-04630-0	2022-03-15	Correction to: Auto3DCryoMap: an automated particle alignment approach for 3D cryo-EM density map reconstruction	
10.1186/s12859-024-05888-2	2022-03-15	Utilization of a natural language processing-based approach to determine the composition of artifact residues	tungprime/nlp_and_composition_of_artifact_residues
10.1186/s12859-022-05104-z	2022-03-15	Identification of biomarkers predictive of metastasis development in early-stage colorectal cancer using network-based regularization	sysbiomed/itwiner
10.1186/s12859-022-04706-x	2022-03-15	An optimal variant to gene distance window derived from an empirical definition of cis and trans protein QTLs	
10.1186/s12859-023-05326-9	2022-03-15	Reducing Boolean networks with backward equivalence	
10.1186/s12859-022-04715-w	2022-03-15	MAGCNSE: predicting lncRNA-disease associations using multi-view attention graph convolutional network and stacking ensemble model	yingliangjxau/magcnse
10.1186/s12859-023-05429-3	2022-03-14	Predicting weighted unobserved nodes in a regulatory network using answer set programming	soph-lebars/majs
10.1186/s12859-022-04782-z	2022-03-14	G4Boost: a machine learning-based tool for quadruplex identification and stability prediction	hbusra/g4boost
10.1186/s12859-022-04883-9	2022-03-13	CircWalk: a novel approach to predict CircRNA-disease association based on heterogeneous network representation learning	bcb-sut/circwalk
10.1186/s12859-022-04804-w	2022-03-10	SAPFIR: A webserver for the identification of alternative protein features	delongzhou/sapfir
10.1186/s12859-022-04751-6	2022-03-10	CoQUAD: a COVID-19 question answering dataset system, facilitating research, benchmarking, and practice	
10.1186/s12859-022-04951-0	2022-03-10	A pan-cancer analysis of collagen VI family on prognosis, tumor microenvironment, and its potential therapeutic effect	
10.1186/s12859-022-04766-z	2022-03-10	Multi-view heterogeneous molecular network representation learning for proteinprotein interaction prediction	blair1213/mtv-ppi
10.1186/s12859-022-04818-4	2022-03-10	CAD systems for COVID-19 diagnosis and disease stage classification by segmentation of infected regions from CT images	
10.1186/s12859-022-04845-1	2022-03-09	Exploiting generative self-supervised learning for the assessment of biological images with lack of annotations	
10.1186/s12859-024-05939-8	2022-03-09	Translation regulation by RNA stem-loops can reduce gene expression noise	
10.1186/s12859-022-04815-7	2022-03-08	A hybrid metaheuristic-deep learning technique for the pan-classification of cancer based on DNA methylation	smnoureldini/metamethylib
10.1186/s12859-022-04895-5	2022-03-08	Transforming L1000 profiles to RNA-seq-like profiles with deep learning	maayanlab/l1000tornaseq
10.1186/s12859-022-04757-0	2022-03-08	GenErode: a bioinformatics pipeline to investigate genome erosion in endangered and extinct species	
10.1186/s12859-022-04781-0	2022-03-08	rprimer: an R/bioconductor package for design of degenerate oligos for sequence variable viruses	sofpn/rprimer
10.1186/s12859-022-05048-4	2022-03-07	srnaMapper: an optimal mapping tool for sRNA-Seq reads	mzytnicki/srnamapper
10.1186/s12859-022-04790-z	2022-03-07	RResolver: efficient short-read repeat resolution within ABySS	bcgsc/abyss
10.1186/s12859-022-05103-0	2022-03-04	Evaluation of taxonomic classification and profiling methods for long-read shotgun metagenomic sequencing datasets	
10.1186/s12859-023-05260-w	2022-03-03	lifex-fiber: an open tool for myofibers generation in cardiac computational models	
10.1186/s12859-022-04723-w	2022-03-03	DeSP: a systematic DNA storage error simulation pipeline	wanglabthu/desp
10.1186/s12859-022-04741-8	2022-03-03	Hypoxia classifier for transcriptome datasets	lauraps1/hypoxia_classifier
10.1186/s12859-022-04898-2	2022-03-01	A graph-based approach for the visualisation and analysis of bacterial pangenomes	
10.1186/s12859-022-04709-8	2022-03-01	ClusTRace, a bioinformatic pipeline for analyzing clusters in virus phylogenies	
10.1186/s12859-023-05538-z	2022-02-28	Efficient design of synthetic gene circuits under cell-to-cell variability	
10.1186/s12859-023-05325-w	2022-02-28	Assumptions on decision making and environment can yield multiple steady states in microbial community models	
10.1186/s12859-022-04854-0	2022-02-28	A biomedical event extraction method based on fine-grained and attention mechanism	
10.1186/s12859-022-05041-x	2022-02-28	Combining genetic constraint with predictions of alternative splicing to prioritize deleterious splicing in rare disease studies	mikecormier/consplice
10.1186/s12859-022-04625-x	2022-02-27	CAISC: A software to integrate copy number variations and single nucleotide mutations for genetic heterogeneity profiling and subclone detection by single-cell RNA sequencing	lizamathews/caisc
10.1186/s12859-022-04801-z	2022-02-24	Integer programming for selecting set of informative markers in paternity inference	sonishiyama/ip-simpat
10.1186/s12859-022-04779-8	2022-02-23	J-SPACE: a Julia package for the simulation of spatial models of cancer evolution and of sequencing experiments	bimib-disco/j-space
10.1186/s12859-022-05006-0	2022-02-22	GMMchi: gene expression clustering using Gaussian mixture modeling	
10.1186/s12859-022-04799-4	2022-02-20	Optimize data-driven multi-agent simulation for COVID-19 transmission	
10.1186/s12859-022-04734-7	2022-02-20	Modeling binding specificities of transcription factor pairs with random forests	annialeksandra/combind
10.1186/s12859-023-05306-z	2022-02-18	A statistical approach for identifying primary substrates of ZSWIM8-mediated microRNA degradation in small-RNA sequencing data	wyppeter/bbum
10.1186/s12859-022-04816-6	2022-02-18	In-silico design of an immunoinformatics based multi-epitope vaccine against Leishmania donovani	
10.1186/s12859-023-05362-5	2022-02-18	Automatic generation of pseudoknotted RNAs taxonomy	bdslab/taxonclassifier
10.1186/s12859-022-05056-4	2022-02-18	ChiMera: an easy to use pipeline for bacterial genome based metabolic network reconstruction, evaluation and visualization	tamascogustavo/chimera
10.1186/s12859-023-05287-z	2022-02-17	Conceptual modelling for life sciences based on systemist foundations	
10.1186/s12859-022-04914-5	2022-02-16	Accounting for overlapping annotations in genomic prediction models of complex traits	fmollandin/bayesrco
10.1186/s12859-022-04872-y	2022-02-15	CRANet: a comprehensive residual attention network for intracranial aneurysm image classification	
10.1186/s12859-022-04600-6	2022-02-15	Correction to: FASTA/Q data compressors for MapReduce-Hadoop genomics: space and time savings made easy	
10.1186/s12859-022-05043-9	2022-02-15	robustica: customizable robust independent component analysis	crg-cnag/robustica
10.1186/s12859-022-04858-w	2022-02-15	Joint analysis of scATAC-seq datasets using epiConv	lilin-biosoft/epiconv
10.1186/s12859-022-04920-7	2022-02-14	SumStatsRehab: an efficient algorithm for GWAS summary statistics assessment and restoration	kukuster/sumstatsrehab#supplementary-information
10.1186/s12859-022-04765-0	2022-02-11	Elucidating gene expression patterns across multiple biological contexts through a large-scale investigation of transcriptomic datasets	contnext/scripts
10.1186/s12859-022-05035-9	2022-02-11	MLM-based typographical error correction of unstructured medical texts for named entity recognition	
10.1186/s12859-022-04838-0	2022-02-11	fcfdr: an R package to leverage continuous and binary functional genomic data in GWAS	annahutch/fcfdr
10.1186/s12859-022-04759-y	2022-02-11	QuickPed: an online tool for drawing pedigrees and analysing relatedness	magnusdv/quickped
10.1186/s12859-022-04807-7	2022-02-11	Assessment of deep learning and transfer learning for cancer prediction based on gene expression data	
10.1186/s12859-022-04613-1	2022-02-10	A multi-network integration approach for measuring disease similarity based on ncRNA regulation and heterogeneous information	mymymaya/impaesim
10.1186/s12859-022-04855-z	2022-02-10	ELIMINATOR: essentiality analysis using multisystem networks and integer programming	
10.1186/s12859-022-04612-2	2022-02-10	CNN-DDI: a learning-based method for predicting drugdrug interactions using convolution neural networks	yifandengwhu/ddimdl
10.1186/s12859-022-04828-2	2022-02-10	orsum: a Python package for filtering and comparing enrichment analyses using a simple principle	ozanozisik/orsum
10.1186/s12859-022-04853-1	2022-02-10	Cogito: automated and generic comparison of annotated genomic intervals	
10.1186/s12859-022-04697-9	2022-02-09	A global  gene co-expression network constructed from hundreds of experimental conditions with missing values	ksunetse/aggcn1
10.1186/s12859-022-05060-8	2022-02-09	Identification of multiplicatively acting modulatory mutational signatures in cancer	dovydask/mp_sig
10.1186/s12859-022-04784-x	2022-02-08	In silico design of a multi-epitope vaccine against HPV16/18	
10.1186/s12859-022-04836-2	2022-02-08	EpiVisR: exploratory data analysis and visualization in epigenome-wide association analyses	steroe/epivisr
10.1186/s12859-022-05063-5	2022-02-08	A graph neural network framework for mapping histological topology in oral mucosal tissue	
10.1186/s12859-022-04695-x	2022-02-07	SPINNAKER: an R-based tool to highlight key RNA interactions in complex biological networks	sportingcode/spinnaker
10.1186/s12859-023-05519-2	2022-02-04	Regularized multi-trait multi-locus linear mixed models for genome-wide association studies and genomic selection in crops	aclozanohuang/mtlmmreg
10.1186/s12859-022-04912-7	2022-02-04	A reinforcement learning approach for proteinligand binding pose prediction	
10.1186/s12859-022-04744-5	2022-02-04	phyloMDA: an R package for phylogeny-aware microbiome data analysis	liudoubletian/phylomda
10.1186/s12859-022-04806-8	2022-02-03	RAE1 is a prognostic biomarker and is correlated with clinicopathological characteristics of patients with hepatocellular carcinoma	
10.1186/s12859-022-04754-3	2022-02-03	CARE 2.0: reducing false-positive sequencing error corrections using machine learning	fkallen/care
10.1186/s12859-022-04783-y	2022-02-03	CancerNet: a unified deep learning network for pan-cancer diagnostics	
10.1186/s12859-022-04633-x	2022-02-03	Single cell lineage reconstruction using distance-based algorithms and the R package, DCLEAR	ikwak2/dclear
10.1186/s12859-022-04925-2	2022-02-03	msPIPE: a pipeline for the analysis and visualization of whole-genome bisulfite sequencing data	jkimlab/mspipe;
10.1186/s12859-022-05097-9	2022-02-02	AtlasGrabber: a software facilitating the high throughput analysis of the human protein atlas online database	
10.1186/s12859-022-04881-x	2022-02-02	Image segmentation and separation of spectrally similar dyes in fluorescence microscopy by dynamic mode decomposition of photobleaching kinetics	danielw-alt/photobleaching
10.1186/s12859-022-04767-y	2022-02-02	Explainable deep drugtarget representations for binding affinity prediction	larngroup/explainable-deep-dt-representations
10.1186/s12859-022-04755-2	2022-02-02	GridScore: a tool for accurate, cross-platform phenotypic data collection and visualization	
10.1186/s12859-022-04794-9	2022-01-31	A state-of-the-art technique to perform cloud-based semantic segmentation using deep learning 3D U-Net architecture	
10.1186/s12859-022-04921-6	2022-01-31	Polynomial superlevel set representation of the multistationarity region of chemical reaction networks	
10.1186/s12859-023-05171-w	2022-01-31	A generalized covariate-adjusted top-scoring pair algorithm with applications to diabetic kidney disease stage classification in the Chronic Renal Insufficiency Cohort (CRIC) Study	
10.1186/s12859-022-05062-6	2022-01-30	Long-distance dependency combined multi-hop graph neural networks for proteinprotein interactions prediction	666coco123/ldmgnn
10.1186/s12859-022-04814-8	2022-01-30	ccImpute: an accurate and scalable consensus clustering based algorithm to impute dropout events in the single-cell RNA-seq data	khazum/ccimpute
10.1186/s12859-022-04871-z	2022-01-29	PredictiveNetwork: predictive gene network estimation with application to gastric cancer drug response-predictive network analysis	
10.1186/s12859-022-04906-5	2022-01-27	A fast and efficient path elimination algorithm for large-scale multiple common longest sequence problems	biolab310/mini_mlcs
10.1186/s12859-022-04905-6	2022-01-26	GeneralizedDTA: combining pre-training and multi-task learning to predict drug-target binding affinity for unknown drug discovery	frank-39/generalizedta
10.1186/s12859-022-04587-0	2022-01-26	Beware to ignore the rare: how imputing zero-values can improve the quality of 16S rRNA gene studies results	
10.1186/s12859-022-04747-2	2022-01-25	A tensor-based bi-random walks model for protein function prediction	husaiccsu/rwrt
10.1186/s12859-022-04891-9	2022-01-24	Using empirical biological knowledge to infer regulatory networks from multi-omics data	
10.1186/s12859-022-04721-y	2022-01-24	BEXCIS: Bayesian methods for estimating the degree of the skewness of X chromosome inactivation	wen-yiyu/bexcis
10.1186/s12859-022-04694-y	2022-01-24	Predicting circRNA-drug sensitivity associations via graph attention auto-encoder	yjslzx/gatecda
10.1186/s12859-022-04866-w	2022-01-24	aRNAque: an evolutionary algorithm for inverse pseudoknotted RNA folding inspired by Lvy flights	strevol-mpi-mis/arnaque
10.1186/s12859-022-04756-1	2022-01-22	EMDLP: Ensemble multiscale deep learning model for RNA methylation site prediction	whl-cumt/emdlp
10.1186/s12859-022-04820-w	2022-01-21	Algorithmic improvements for discovery of germline copy number variants in next-generation sequencing data	arup-ngs/cobalt
10.1186/s12859-022-04822-8	2022-01-21	Canary: an automated tool for the conversion of MaCH imputed dosage files to PLINK files	anb94/canary
10.1186/s12859-022-04764-1	2022-01-21	Comprehensive study of semi-supervised learning for DNA methylation-based supervised classification of central nervous system tumors	stjude/semisupervised_learning
10.1186/s12859-022-04750-7	2022-01-21	Overlapping group screening for detection of gene-environment interactions with application to TCGA high-dimensional survival genomic data	
10.1186/s12859-023-05484-w	2022-01-21	Correspondence on NanoVars performance outlined by Jiang T. et al. in Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation	cytham/nv_benchmark_jiang
10.1186/s12859-022-04739-2	2022-01-20	An equivalence test between features lists, based on the SorensenDice index and the joint frequencies of GO term enrichment	pablof1988/gosorensen
10.1186/s12859-022-05095-x	2022-01-20	Pro-MAP: a robust pipeline for the pre-processing of single channel protein microarray data	
10.1186/s12859-021-04368-1	2022-01-20	The challenges of explainable AI in biomedical data science	
10.1186/s12859-022-04827-3	2022-01-19	Marker-controlled watershed with deep edge emphasis and optimized H-minima transform for automatic segmentation of densely cultivated 3D cell nuclei	
10.1186/s12859-022-04726-7	2022-01-18	Diagnostic and prognostic values of pyroptosis-related genes for the hepatocellular carcinoma	jmzeng1314/for_paper
10.1186/s12859-022-04641-x	2022-01-18	classifieR a flexible interactive cloud-application for functional annotation of cancer transcriptomes	
10.1186/s12859-022-04837-1	2022-01-17	CMIC: an efficient quality score compressor with random access functionality	
10.1186/s12859-022-04582-5	2022-01-17	Boosting tissue-specific prediction of active cis-regulatory regions through deep learning and Bayesian optimization techniques	anacletolab/crr_prediction
10.1186/s12859-022-04581-6	2022-01-16	In silico design of recombinant multi-epitope vaccine against influenza A virus	
10.1186/s12859-022-04846-0	2022-01-14	Mixture density networks for the indirect estimation of reference intervals	
10.1186/s12859-022-04719-6	2022-01-14	Identification of miRNA biomarkers for stomach adenocarcinoma	
10.1186/s12859-022-04817-5	2022-01-14	Detection of cell markers from single cell RNA-seq with sc2marker	costalab/sc2marker
10.1186/s12859-022-04603-3	2022-01-11	Assessment of potential human health risks in aquatic products based on the heavy metal hazard decision tree	
10.1186/s12859-021-04552-3	2022-01-11	Correction to: Combining heterogeneous subgroups with graph-structured variable selection priors for Cox regression	
10.1186/s12859-022-04870-0	2022-01-10	Risk score prediction model based on single nucleotide polymorphism for predicting malaria: a machine learning approach	
10.1186/s12859-022-04647-5	2022-01-10	Supervised promoter recognition: a benchmark framework	
10.1186/s12859-022-04860-2	2022-01-10	SMaSH: a scalable, general marker gene identification framework for single-cell RNA-sequencing	
10.1186/s12859-022-04592-3	2022-01-09	Automatic classification of nerve discharge rhythms based on sparse auto-encoder and time series feature	
10.1186/s12859-023-05277-1	2022-01-07	Benchmarking causal reasoning algorithms for gene expression-based compound mechanism of action analysis	
10.1186/s12859-022-04753-4	2022-01-07	Empowering the discovery of novel target-disease associations via machine learning approaches in the open targets platform	
10.1186/s12859-022-04850-4	2022-01-07	A supervised protein complex prediction method with network representation learning and gene ontology knowledge	
10.1186/s12859-022-04929-y	2022-01-06	ortho2align: a sensitive approach for searching for orthologues of novel lncRNAs	
10.1186/s12859-022-04924-3	2022-01-05	Atlas of regulated target genes of transcription factors (ART-TF) in human ES cells	alexeisharovbaltimore/exatlas
10.1186/s12859-022-05058-2	2021-12-30	RSAP-Net: joint optic disc and cup segmentation with a residual spatial attention path module and MSRCR-PT pre-processing algorithm	
10.1186/s12859-022-04835-3	2021-12-29	Multivariate estimation of factor structures of complex traits using SNP-based genomic relationships	devlaming/mgreml
10.1186/s12859-022-05061-7	2021-12-26	MP4: a machine learning based classification tool for prediction and functional annotation of pathogenic proteins from metagenomic and genomic datasets	
10.1186/s12859-022-04563-8	2021-12-26	A novel nonparametric computational strategy for identifying differential methylation regions	sqsun/nonparamdmr
10.1186/s12859-022-04970-x	2021-12-22	Deep learning algorithm reveals two prognostic subtypes in patients with gliomas	deep-learning-omics/autoencoder
10.1186/s12859-022-04788-7	2021-12-21	DriverRWH: discovering cancer driver genes by random walk on a gene mutation hypergraph	shandonguniversityzhanglab/driverrwh
10.1186/s12859-022-04591-4	2021-12-21	gcaPDA: a haplotype-resolved diploid assembler	bgi-shenzhen/gcapda
10.1186/s12859-022-04729-4	2021-12-20	renz: An R package for the analysis of enzyme kinetic data	
10.1186/s12859-022-04763-2	2021-12-20	Multi-type feature fusion based on graph neural network for drug-drug interaction prediction	kaola111/mff
10.1186/s12859-022-04557-6	2021-12-20	A novel gene functional similarity calculation model by utilizing the specificity of terms and relationships in gene ontology	hc-fang/ste
10.1186/s12859-023-05329-6	2021-12-20	kboolnet: a toolkit for the verification, validation, and visualization of reaction-contingency (rxncon) models	
10.1186/s12859-022-04826-4	2021-12-18	Multiview clustering of multi-omics data integration by using a penalty model	hamas200/mvcpm
10.1186/s12859-022-04698-8	2021-12-16	A novel approach to predicting the synergy of anti-cancer drug combinations using document-based feature extraction	yongsunshim/anticancer-drug-combination-prediction-using-documents-based-features
10.1186/s12859-022-04654-6	2021-12-16	Pentad: a tool for distance-dependent analysis of Hi-C interactions within and between chromatin compartments	magnitov/pentad
10.1186/s12859-022-04714-x	2021-12-16	Machine learning and statistics shape a novel path in archaeal promoter annotation	
10.1186/s12859-022-04567-4	2021-12-16	Predicting combinations of drugs by exploiting graph embedding of heterogeneous networks	
10.1186/s12859-022-04823-7	2021-12-15	qRAT: an R-based stand-alone application for relative expression analysis of RT-qPCR data	daniflat/qrat
10.1186/s12859-022-04786-9	2021-12-15	Super-taxon in human microbiome are identified to be associated with colorectal cancer	daiw3/stb-stc
10.1186/s12859-022-05047-5	2021-12-14	Gene regulation network inference using k-nearest neighbor-based mutual information estimation: revisiting an old DREAM	tschaffter/genenetweaver
10.1186/s12859-022-04981-8	2021-12-13	Single object profiles regression analysis (SOPRA): a novel method for analyzing high-content cell-based screens	kppleissner/sopra
10.1186/s12859-022-04560-x	2021-12-12	GCRNN: graph convolutional recurrent neural network for compoundprotein interaction prediction	
10.1186/s12859-022-04558-5	2021-12-12	Classifying microscopic images as acute lymphoblastic leukemia by Resnet ensemble model and Taguchi method	
10.1186/s12859-022-04789-6	2021-12-10	Hyb4mC: a hybrid DNA2vec-based model for DNA N4-methylcytosine sites prediction	yingliangjxau/hyb4mc
10.1186/s12859-022-04564-7	2021-12-09	Using dual-network-analyser for communities detecting in dual networks	
10.1186/s12859-022-04736-5	2021-12-09	FragGeneScanRs: faster gene prediction for short reads	unipept/fraggenescanrs
10.1186/s12859-022-04975-6	2021-12-09	DeepMPM: a mortality risk prediction model using longitudinal EHR data	
10.1186/s12859-022-04561-w	2021-12-09	GRAde: a long-read sequencing approach to efficiently identifying the CYP11B1/CYP11B2 chimeric form in patients with glucocorticoid-remediable aldosteronism	hsu-binfo/grade
10.1186/s12859-023-05334-9	2021-12-07	SeqWiz: a modularized toolkit for next-generation protein sequence database management and analysis	fountao/protwiz
10.1186/s12859-022-04640-y	2021-12-03	TIDD: tool-independent and data-dependent machine learning for peptide identification	hanyangbislab/tidd
10.1186/s12859-022-04610-4	2021-12-02	Predict multi-type drugdrug interactions in cold start scenario	itsosy/csmddi
10.1186/s12859-022-04974-7	2021-12-01	A joint use of pooling and imputation for genotyping SNPs	camcl/genotypooler
10.1186/s12859-022-04743-6	2021-11-29	NODeJ: an ImageJ plugin for 3D segmentation of nuclear objects	
10.1186/s12859-021-04511-y	2021-11-29	Parallel sequence tagging for concept recognition	ontogene/craft-st
10.1186/s12859-022-04700-3	2021-11-29	Sparse sliced inverse regression for high dimensional data analysis	
10.1186/s12859-022-04839-z	2021-11-25	Constrained Fourier estimation of short-term time-series gene expression data reduces noise and improves clustering and gene regulatory network predictions	
10.1186/s12859-022-04795-8	2021-11-24	Moment estimators of relatedness from low-depth whole-genome sequencing data	genostats/lowki
10.1186/s12859-022-04708-9	2021-11-23	Exploring attractor bifurcations in Boolean networks	
10.1186/s12859-022-04710-1	2021-11-23	Prider: multiplexed primer design using linearly scaling approximation of set coverage	tamminenlab/prider
10.1186/s12859-022-04687-x	2021-11-21	Accurate and highly interpretable prediction of gene expression from histone modifications	deib-geco/shallowchrome
10.1186/s12859-022-04622-0	2021-11-20	Automated recognition and analysis of head thrashes behavior in C. elegans	hthana/htc
10.1186/s12859-022-04819-3	2021-11-18	MTAGCN: predicting miRNA-target associations in Camellia sinensis var. assamica through graph convolution neural network	haisonf/mtagcn
10.1186/s12859-022-04834-4	2021-11-16	Integration of probabilistic functional networks without an external Gold Standard	kj-intbio/ssnet
10.1186/s12859-023-05264-6	2021-11-16	In-vitro validated methods for encoding digital data in deoxyribonucleic acid (DNA	
10.1186/s12859-022-05081-3	2021-11-15	NPGREAT: assembly of human subtelomere regions with the use of ultralong nanopore reads and linked-reads	eleniadam/npgreat
10.1186/s12859-022-04720-z	2021-11-15	Machine learning approach informs biology of cancer drug response	eyzhu/cancer_drug_ml_analysis
10.1186/s12859-022-04688-w	2021-11-12	Benchmarking for biomedical natural language processing tasks with a domain specific ALBERT	usmaann/bioalbert
10.1186/s12859-022-05073-3	2021-11-12	PDA-PRGCN: identification of Piwi-interacting RNA-disease associations through subgraph projection and residual scaling-based feature augmentation	pzhangbio/pda-prgcn
10.1186/s12859-022-04636-8	2021-11-12	The Xenopus phenotype ontology: bridging model organism phenotype data to human health and development	obophenotype/xenopus-phenotype-ontology
10.1186/s12859-022-04690-2	2021-11-12	TCR-L: an analysis tool for evaluating the association between the T-cell receptor repertoire and clinical phenotypes	rksyouyou/tcrl-pkg
10.1186/s12859-022-04699-7	2021-11-11	Biomarker interaction selection and disease detection based on multivariate gain ratio	
10.1186/s12859-022-04588-z	2021-11-09	SEAseq: a portable and cloud-based chromatin occupancy analysis suite	stjude/seaseq
10.1186/s12859-023-05333-w	2021-11-09	CRISPR-GRANT: a cross-platform graphical analysis tool for high-throughput CRISPR-based genome editing evaluation	fuhuancheng/crispr-grant
10.1186/s12859-022-04645-7	2021-11-09	PyToxo: a Python tool for calculating penetrance tables of high-order epistasis models	bglezseoane/pytoxo
